client_id,average_check,number_orders,average_score,items_per_order,is_friend,last_check,last_score,last_scored_after_order_days,last_late_by_minutes,is_last_order_fullfilled,items_share_category_1,items_share_category_2,items_share_category_3,items_share_category_4,items_share_category_5,items_share_category_6,items_share_category_7,items_share_category_8,items_share_category_9,items_share_category_10,items_share_category_11,items_share_category_12,items_share_category_13,items_share_category_14,items_share_category_15,items_share_category_16,items_share_category_17,items_share_category_18,items_share_category_19,items_share_category_20,items_share_category_21,items_share_category_22,items_share_category_23,items_share_category_24,items_share_category_25,items_share_category_26,items_share_category_27
10041,62200,6,9.3333,19.5,0,14621.0,,,16,0,0.0,0.0,0.0,0.02,0.0,0.34,0.01,0.0,0.03,0.0,0.0,0.01,0.04,0.0,0.01,0.2,0.03,0.04,0.0,0.0,0.0,0.0,0.03,0.15,0.02,0.03,0.06
3834,62700,19,8.0,13.3684,0,2809.0,,,0,1,0.0,0.0,0.0,0.02,0.03,0.01,0.0,0.0,0.0,0.0,0.01,0.01,0.03,0.0,0.0,0.13,0.08,0.04,0.0,0.0,0.0,0.0,0.04,0.44,0.07,0.0,0.09
9722,46000,6,10.0,19.1667,0,9810.0,10.0,8.0,0,1,0.0,0.0,0.0,0.05,0.01,0.01,0.02,0.0,0.0,0.0,0.06,0.05,0.17,0.0,0.0,0.13,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.41,0.01,0.0,0.07
3394,163300,7,,32.5714,0,44451.0,,,0,1,0.0,0.0,0.0,0.01,0.03,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.07,0.0,0.0,0.11,0.0,0.25,0.0,0.0,0.0,0.0,0.04,0.31,0.13,0.0,0.04
6005,38800,10,10.0,10.1,0,4908.0,10.0,0.0,0,0,0.0,0.01,0.0,0.02,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.08,0.0,0.0,0.06,0.05,0.24,0.0,0.0,0.0,0.0,0.02,0.27,0.0,0.0,0.02
9681,53700,8,10.0,15.5,0,18798.0,,,0,0,0.02,0.04,0.0,0.02,0.04,0.02,0.02,0.0,0.01,0.0,0.04,0.02,0.1,0.0,0.0,0.16,0.1,0.09,0.0,0.0,0.0,0.0,0.01,0.19,0.06,0.01,0.06
7545,55200,7,10.0,20.8571,0,8070.0,,,0,1,0.01,0.03,0.0,0.08,0.05,0.09,0.01,0.0,0.0,0.0,0.01,0.0,0.11,0.0,0.01,0.12,0.0,0.05,0.0,0.0,0.0,0.0,0.01,0.34,0.07,0.0,0.03
6922,66000,6,10.0,15.3333,0,23018.0,10.0,0.0,0,1,0.04,0.05,0.0,0.01,0.12,0.02,0.05,0.0,0.01,0.0,0.0,0.07,0.14,0.0,0.0,0.07,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.02,0.23,0.03,0.02
5812,35500,26,10.0,7.3077,0,20991.0,,,0,1,0.0,0.09,0.0,0.02,0.08,0.01,0.02,0.0,0.0,0.0,0.0,0.14,0.03,0.0,0.0,0.1,0.09,0.18,0.0,0.0,0.0,0.0,0.01,0.23,0.01,0.01,0.0
6865,38700,8,8.5714,6.125,0,29785.0,8.0,6.0,38,0,0.0,0.0,0.0,0.2,0.16,0.29,0.0,0.0,0.0,0.0,0.0,0.14,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.08,0.0,0.0
10733,40100,6,6.0,18.6667,0,12138.0,,,0,0,0.0,0.0,0.0,0.13,0.03,0.0,0.04,0.0,0.0,0.0,0.02,0.05,0.13,0.0,0.02,0.13,0.03,0.11,0.0,0.0,0.01,0.0,0.0,0.28,0.01,0.0,0.03
8598,41700,35,10.0,6.3143,0,12859.0,10.0,0.0,0,1,0.0,0.0,0.0,0.04,0.08,0.28,0.01,0.0,0.0,0.0,0.03,0.16,0.03,0.0,0.0,0.18,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.07,0.03,0.0,0.04
6289,48100,17,7.8571,14.7647,0,14623.0,8.0,2.0,0,1,0.0,0.01,0.0,0.08,0.02,0.03,0.01,0.02,0.0,0.0,0.03,0.01,0.14,0.0,0.0,0.23,0.0,0.1,0.0,0.0,0.0,0.0,0.01,0.25,0.07,0.01,0.0
10287,42600,25,8.5455,15.44,0,16627.0,10.0,2.0,0,1,0.0,0.01,0.0,0.07,0.04,0.01,0.06,0.0,0.0,0.0,0.02,0.06,0.13,0.0,0.0,0.15,0.03,0.08,0.0,0.0,0.0,0.01,0.01,0.27,0.02,0.0,0.04
10124,62300,22,10.0,11.4545,0,9938.0,10.0,1.0,0,1,0.0,0.0,0.0,0.05,0.07,0.02,0.05,0.0,0.01,0.0,0.01,0.04,0.1,0.0,0.02,0.17,0.04,0.16,0.0,0.0,0.0,0.0,0.0,0.16,0.1,0.0,0.0
10342,39300,15,9.6923,14.0667,0,5949.0,10.0,0.0,0,1,0.06,0.0,0.0,0.13,0.09,0.02,0.01,0.0,0.0,0.0,0.02,0.08,0.09,0.0,0.0,0.2,0.08,0.05,0.0,0.0,0.0,0.0,0.0,0.1,0.06,0.0,0.01
906,61700,50,,18.92,1,11084.0,,,0,1,0.0,0.0,0.0,0.01,0.09,0.01,0.0,0.0,0.0,0.0,0.0,0.18,0.03,0.0,0.0,0.25,0.01,0.09,0.0,0.0,0.0,0.0,0.0,0.17,0.09,0.0,0.05
9689,37600,9,10.0,19.4444,0,11169.0,,,0,1,0.0,0.0,0.0,0.02,0.02,0.0,0.01,0.0,0.0,0.0,0.04,0.05,0.07,0.0,0.0,0.28,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.3,0.08,0.0,0.06
7445,113900,13,10.0,29.8462,0,38635.0,,,0,1,0.0,0.02,0.0,0.01,0.03,0.04,0.01,0.0,0.01,0.0,0.01,0.04,0.13,0.0,0.0,0.1,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.44,0.06,0.0,0.05
1667,83500,83,,17.2169,0,23455.0,,,0,0,0.0,0.0,0.0,0.06,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.0,0.01,0.24,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.47,0.03,0.0,0.0
7165,44400,8,9.7143,7.375,0,12499.0,10.0,0.0,0,1,0.0,0.0,0.0,0.0,0.03,0.0,0.02,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.0,0.1,0.02,0.14,0.0,0.0,0.0,0.03,0.03,0.42,0.05,0.0,0.0
11892,116100,7,9.6,37.4286,0,30600.0,8.0,8.0,0,1,0.02,0.0,0.0,0.03,0.12,0.0,0.04,0.0,0.0,0.0,0.0,0.03,0.16,0.0,0.0,0.23,0.03,0.13,0.0,0.0,0.0,0.0,0.0,0.13,0.05,0.01,0.01
11446,21600,8,8.6667,12.125,0,7055.0,,,0,1,0.0,0.0,0.0,0.06,0.03,0.03,0.02,0.0,0.0,0.0,0.01,0.07,0.08,0.02,0.0,0.1,0.01,0.06,0.0,0.0,0.01,0.0,0.0,0.32,0.07,0.0,0.09
1450,64600,41,4.6667,18.3171,1,12055.0,,,0,0,0.0,0.0,0.0,0.05,0.05,0.04,0.01,0.0,0.0,0.0,0.01,0.02,0.08,0.0,0.0,0.28,0.02,0.05,0.0,0.0,0.0,0.0,0.0,0.31,0.05,0.0,0.03
8524,102300,7,8.0,28.5714,0,39877.0,,,0,1,0.0,0.0,0.0,0.04,0.08,0.01,0.02,0.0,0.01,0.0,0.07,0.07,0.09,0.01,0.01,0.24,0.08,0.03,0.0,0.0,0.0,0.0,0.0,0.16,0.06,0.02,0.04
8540,76200,11,9.3333,29.7273,0,35589.0,,,0,1,0.0,0.0,0.0,0.01,0.06,0.04,0.09,0.0,0.0,0.0,0.02,0.03,0.18,0.01,0.0,0.21,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.27,0.02,0.0,0.02
8694,28400,14,10.0,7.0714,0,14223.0,,,0,1,0.0,0.0,0.0,0.13,0.02,0.21,0.0,0.0,0.0,0.0,0.03,0.01,0.12,0.0,0.01,0.15,0.0,0.06,0.0,0.0,0.0,0.0,0.08,0.16,0.0,0.01,0.0
13644,43800,10,9.0,6.2,0,24819.0,,,0,1,0.08,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.02,0.0,0.03,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.02
370,32000,11,10.0,7.0909,0,10545.0,,,0,1,0.0,0.01,0.01,0.03,0.05,0.0,0.01,0.0,0.0,0.0,0.13,0.06,0.19,0.0,0.0,0.08,0.03,0.13,0.0,0.0,0.0,0.0,0.0,0.22,0.04,0.0,0.01
3191,71700,62,8.8,23.5968,1,24823.0,,,12,1,0.06,0.0,0.0,0.03,0.04,0.01,0.02,0.0,0.0,0.0,0.01,0.03,0.07,0.04,0.0,0.14,0.02,0.17,0.0,0.0,0.0,0.0,0.01,0.19,0.1,0.0,0.04
7304,70200,11,10.0,15.0,0,17373.0,10.0,5.0,0,1,0.0,0.0,0.0,0.07,0.16,0.15,0.0,0.0,0.01,0.0,0.0,0.1,0.11,0.0,0.0,0.06,0.04,0.07,0.0,0.0,0.0,0.0,0.0,0.19,0.01,0.0,0.03
8875,119100,12,8.0,30.5,0,41101.0,,,0,1,0.0,0.0,0.0,0.05,0.04,0.0,0.01,0.0,0.02,0.0,0.0,0.02,0.1,0.0,0.01,0.26,0.02,0.05,0.0,0.0,0.0,0.01,0.0,0.29,0.07,0.0,0.04
11735,83100,7,,29.1429,0,18832.0,,,0,0,0.0,0.01,0.0,0.1,0.1,0.01,0.03,0.0,0.0,0.0,0.01,0.04,0.07,0.0,0.01,0.18,0.0,0.06,0.0,0.0,0.0,0.0,0.03,0.28,0.04,0.0,0.02
1917,44000,13,10.0,13.0769,0,5250.0,,,0,1,0.0,0.0,0.0,0.01,0.13,0.01,0.05,0.0,0.0,0.0,0.0,0.02,0.08,0.0,0.0,0.08,0.03,0.1,0.0,0.0,0.0,0.01,0.0,0.45,0.0,0.0,0.01
10370,115200,18,,28.7222,0,25032.0,,,0,0,0.09,0.01,0.0,0.02,0.06,0.0,0.04,0.0,0.0,0.0,0.02,0.06,0.18,0.0,0.02,0.1,0.02,0.21,0.0,0.0,0.0,0.0,0.01,0.12,0.02,0.0,0.02
1706,83400,15,,25.0667,0,20172.0,,,0,0,0.03,0.0,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.02,0.07,0.0,0.01,0.17,0.02,0.01,0.0,0.0,0.0,0.0,0.02,0.59,0.0,0.0,0.03
10045,42800,63,9.931,10.8413,0,24186.0,10.0,3.0,0,1,0.0,0.0,0.0,0.03,0.01,0.02,0.02,0.0,0.0,0.0,0.0,0.01,0.14,0.03,0.03,0.21,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.25,0.1,0.0,0.09
9580,100400,10,8.5714,24.8,0,25501.0,,,0,0,0.0,0.0,0.0,0.04,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.11,0.14,0.0,0.01,0.11,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.42,0.01,0.0,0.02
10074,51400,23,7.0,18.3913,0,9218.0,,,0,1,0.0,0.0,0.0,0.09,0.1,0.03,0.0,0.0,0.0,0.0,0.03,0.03,0.15,0.0,0.0,0.12,0.04,0.07,0.0,0.0,0.0,0.0,0.01,0.29,0.04,0.0,0.01
13137,57500,7,8.0,12.4286,0,12443.0,,,0,1,0.0,0.0,0.0,0.01,0.06,0.0,0.14,0.0,0.0,0.0,0.0,0.3,0.2,0.03,0.0,0.08,0.0,0.03,0.0,0.0,0.0,0.0,0.01,0.1,0.0,0.0,0.03
12964,43300,10,,11.2,0,17842.0,,,0,1,0.0,0.0,0.0,0.01,0.08,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.12,0.0,0.23,0.0,0.0,0.0,0.01,0.0,0.49,0.0,0.0,0.03
7889,67800,12,9.2727,14.1667,0,19017.0,,,0,1,0.0,0.0,0.0,0.15,0.18,0.01,0.01,0.0,0.01,0.0,0.02,0.13,0.11,0.0,0.01,0.14,0.01,0.11,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.0
715,151300,33,,29.7879,0,31675.0,,,0,1,0.0,0.0,0.0,0.03,0.15,0.11,0.02,0.0,0.0,0.0,0.0,0.03,0.06,0.0,0.0,0.13,0.02,0.06,0.0,0.0,0.0,0.0,0.0,0.27,0.06,0.01,0.04
13225,134300,9,7.2,23.0,0,26655.0,8.0,0.0,6,1,0.0,0.0,0.01,0.09,0.07,0.0,0.02,0.0,0.0,0.0,0.03,0.05,0.08,0.0,0.01,0.18,0.04,0.01,0.0,0.0,0.0,0.0,0.02,0.34,0.01,0.0,0.02
12145,80700,7,7.0,18.0,0,18632.0,,,0,1,0.0,0.0,0.0,0.1,0.01,0.01,0.09,0.0,0.01,0.0,0.0,0.01,0.13,0.0,0.01,0.18,0.1,0.03,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.01
12633,65200,25,10.0,14.84,1,24557.0,,,0,1,0.0,0.04,0.0,0.01,0.03,0.25,0.02,0.0,0.0,0.0,0.04,0.08,0.08,0.0,0.05,0.2,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.02,0.08,0.0,0.05
11766,41800,9,9.2,18.5556,0,6081.0,,,0,0,0.01,0.02,0.0,0.08,0.08,0.01,0.04,0.0,0.0,0.0,0.04,0.02,0.16,0.0,0.0,0.17,0.01,0.03,0.0,0.0,0.0,0.0,0.01,0.19,0.11,0.0,0.03
8559,54700,16,,20.4375,0,23700.0,,,0,0,0.0,0.0,0.0,0.01,0.02,0.01,0.02,0.01,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.23,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.55,0.03,0.0,0.01
10446,88600,17,,27.8235,0,24345.0,,,0,1,0.0,0.0,0.0,0.03,0.02,0.01,0.01,0.0,0.01,0.0,0.01,0.06,0.03,0.03,0.0,0.1,0.03,0.15,0.0,0.0,0.0,0.0,0.04,0.34,0.07,0.0,0.06
6374,59000,38,8.0,18.3158,1,19559.0,,,0,1,0.0,0.0,0.0,0.01,0.02,0.01,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.0,0.0,0.3,0.03,0.02,0.0,0.0,0.0,0.0,0.01,0.43,0.03,0.0,0.08
10517,108600,15,10.0,15.9333,0,17993.0,,,9,1,0.0,0.07,0.0,0.03,0.05,0.0,0.07,0.0,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.13,0.01,0.16,0.0,0.0,0.0,0.0,0.0,0.32,0.06,0.0,0.03
2635,37600,12,8.75,11.5,0,13677.0,2.0,2.0,96,1,0.0,0.01,0.0,0.03,0.07,0.03,0.08,0.0,0.0,0.01,0.01,0.11,0.07,0.01,0.05,0.12,0.01,0.12,0.0,0.0,0.0,0.0,0.0,0.21,0.04,0.0,0.03
11520,28700,8,,13.375,0,11192.0,,,13,1,0.0,0.02,0.0,0.05,0.02,0.0,0.07,0.0,0.0,0.0,0.01,0.04,0.29,0.0,0.01,0.07,0.0,0.06,0.0,0.0,0.0,0.0,0.01,0.27,0.07,0.0,0.03
12696,32300,8,6.0,7.0,0,13653.0,,,0,1,0.05,0.11,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.13,0.0,0.0,0.02,0.0,0.2,0.18,0.16,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.11
10841,40400,7,8.8,8.8571,0,9993.0,8.0,0.0,0,1,0.0,0.13,0.0,0.0,0.05,0.0,0.11,0.0,0.0,0.0,0.0,0.08,0.06,0.0,0.0,0.24,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.06
6527,89900,37,9.7895,21.3243,0,12728.0,10.0,3.0,0,0,0.0,0.02,0.0,0.03,0.06,0.01,0.01,0.0,0.0,0.0,0.01,0.06,0.08,0.0,0.0,0.17,0.01,0.06,0.0,0.0,0.0,0.0,0.01,0.34,0.05,0.0,0.09
11722,34100,7,10.0,13.7143,0,7419.0,10.0,1.0,0,1,0.0,0.0,0.0,0.05,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.29,0.03,0.11,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.01
620,47500,10,10.0,14.3,0,10672.0,,,0,1,0.02,0.02,0.0,0.07,0.04,0.03,0.08,0.0,0.0,0.0,0.03,0.03,0.09,0.03,0.01,0.11,0.04,0.04,0.0,0.0,0.0,0.0,0.01,0.21,0.08,0.0,0.03
5682,41200,15,8.0,13.8667,0,4678.0,,,0,1,0.0,0.0,0.0,0.02,0.06,0.13,0.01,0.0,0.0,0.0,0.0,0.04,0.12,0.0,0.0,0.25,0.02,0.03,0.0,0.0,0.0,0.0,0.01,0.23,0.06,0.0,0.03
8490,26100,32,,7.4063,0,10911.0,,,0,1,0.0,0.0,0.0,0.07,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.18,0.0,0.0,0.13,0.05,0.3,0.0,0.0,0.0,0.0,0.0,0.15,0.05,0.0,0.0
2027,43300,15,10.0,12.0,0,3690.0,10.0,5.0,0,1,0.0,0.0,0.0,0.02,0.11,0.02,0.01,0.0,0.0,0.0,0.03,0.01,0.04,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.0,0.07
5463,49900,7,,24.2857,0,14537.0,,,50,1,0.0,0.01,0.0,0.09,0.07,0.01,0.03,0.0,0.0,0.0,0.02,0.06,0.16,0.0,0.0,0.17,0.05,0.05,0.0,0.0,0.0,0.0,0.02,0.18,0.03,0.01,0.02
10572,58100,12,10.0,5.0,0,11018.0,10.0,0.0,0,1,0.0,0.3,0.0,0.03,0.1,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.17,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0
1115,55300,6,,11.1667,0,28579.0,,,0,1,0.0,0.0,0.0,0.03,0.01,0.01,0.0,0.0,0.0,0.0,0.1,0.01,0.07,0.0,0.03,0.16,0.04,0.03,0.0,0.0,0.0,0.0,0.03,0.39,0.0,0.0,0.06
13622,41900,7,9.5,17.0,0,14339.0,,,0,1,0.0,0.0,0.0,0.01,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.01,0.16,0.03,0.0,0.0,0.0,0.0,0.0,0.02,0.55,0.02,0.0,0.08
8908,36600,13,10.0,13.3846,0,6288.0,10.0,5.0,0,0,0.0,0.0,0.0,0.17,0.02,0.11,0.01,0.0,0.0,0.0,0.01,0.09,0.1,0.0,0.0,0.19,0.02,0.15,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.0,0.02
8924,50900,9,10.0,13.4444,1,8861.0,10.0,2.0,0,1,0.0,0.02,0.0,0.1,0.06,0.0,0.0,0.0,0.01,0.0,0.01,0.02,0.24,0.0,0.0,0.1,0.07,0.02,0.0,0.0,0.0,0.0,0.0,0.22,0.1,0.0,0.02
10114,51900,24,10.0,19.0833,0,13057.0,,,0,1,0.0,0.0,0.0,0.06,0.05,0.04,0.03,0.0,0.0,0.0,0.01,0.04,0.19,0.0,0.0,0.11,0.06,0.05,0.0,0.0,0.0,0.0,0.02,0.26,0.04,0.0,0.04
5598,43000,29,8.3571,14.8966,0,7026.0,,,0,1,0.0,0.0,0.0,0.05,0.12,0.01,0.0,0.0,0.0,0.0,0.0,0.13,0.08,0.0,0.0,0.21,0.02,0.08,0.0,0.0,0.0,0.0,0.0,0.21,0.02,0.0,0.06
282,104700,9,10.0,23.3333,0,19579.0,,,0,1,0.0,0.0,0.0,0.1,0.04,0.0,0.01,0.0,0.0,0.0,0.0,0.02,0.06,0.0,0.0,0.25,0.08,0.01,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.01
5696,38900,10,10.0,14.8,0,9518.0,,,0,1,0.0,0.0,0.0,0.03,0.02,0.02,0.04,0.0,0.0,0.0,0.0,0.05,0.14,0.0,0.01,0.36,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.18,0.03,0.0,0.06
7660,48700,75,9.6,6.44,1,8310.0,10.0,0.0,0,1,0.09,0.04,0.0,0.04,0.02,0.02,0.01,0.0,0.0,0.0,0.04,0.02,0.1,0.02,0.0,0.18,0.02,0.07,0.0,0.0,0.0,0.0,0.0,0.15,0.11,0.01,0.05
12375,44200,10,10.0,9.1,0,11530.0,,,0,1,0.01,0.0,0.0,0.0,0.12,0.0,0.01,0.0,0.0,0.0,0.03,0.05,0.11,0.0,0.0,0.14,0.07,0.03,0.0,0.0,0.0,0.0,0.0,0.31,0.07,0.0,0.04
6008,34100,9,9.75,6.6667,0,11011.0,8.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.0,0.0,0.52,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.05,0.15,0.0,0.02
6562,41600,8,10.0,17.625,0,7697.0,,,0,1,0.0,0.0,0.0,0.06,0.03,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.13,0.0,0.0,0.17,0.04,0.08,0.0,0.0,0.0,0.0,0.0,0.38,0.01,0.0,0.06
5752,18000,20,9.6,7.4,0,9576.0,,,0,1,0.13,0.0,0.0,0.0,0.18,0.01,0.02,0.0,0.01,0.0,0.0,0.09,0.02,0.05,0.02,0.05,0.01,0.2,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.0,0.11
5410,34400,7,10.0,7.0,0,13055.0,,,0,0,0.0,0.04,0.0,0.04,0.29,0.02,0.0,0.0,0.0,0.0,0.02,0.1,0.06,0.0,0.0,0.04,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.04
13528,42800,8,8.6667,14.25,0,6004.0,10.0,0.0,0,1,0.0,0.04,0.0,0.09,0.04,0.0,0.04,0.0,0.0,0.0,0.03,0.03,0.23,0.0,0.0,0.06,0.08,0.07,0.0,0.0,0.0,0.0,0.0,0.25,0.04,0.0,0.03
12726,46600,18,10.0,10.5556,0,6331.0,,,26,1,0.0,0.0,0.0,0.06,0.09,0.14,0.01,0.0,0.0,0.0,0.02,0.1,0.08,0.0,0.0,0.14,0.06,0.06,0.0,0.0,0.0,0.0,0.01,0.2,0.0,0.0,0.05
1815,102300,11,8.5,24.0909,0,41853.0,,,0,1,0.0,0.0,0.0,0.08,0.03,0.01,0.01,0.0,0.0,0.0,0.03,0.0,0.05,0.06,0.0,0.26,0.07,0.04,0.0,0.0,0.0,0.0,0.01,0.29,0.01,0.0,0.06
3210,57300,6,10.0,7.6667,0,16625.0,10.0,4.0,0,1,0.02,0.07,0.0,0.07,0.04,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.54,0.02,0.04,0.0
11922,26800,9,,10.4444,0,9616.0,,,0,1,0.0,0.0,0.0,0.06,0.09,0.0,0.06,0.0,0.0,0.0,0.0,0.09,0.06,0.0,0.0,0.11,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.38,0.07,0.0,0.04
3010,44600,15,10.0,19.8667,0,14102.0,,,0,1,0.0,0.0,0.0,0.05,0.04,0.02,0.06,0.0,0.01,0.0,0.0,0.02,0.07,0.0,0.0,0.26,0.06,0.01,0.0,0.0,0.0,0.0,0.02,0.27,0.07,0.0,0.05
525,40700,17,7.6364,13.5882,0,12517.0,,,0,1,0.0,0.01,0.0,0.04,0.02,0.02,0.02,0.0,0.02,0.0,0.03,0.05,0.1,0.08,0.01,0.16,0.08,0.1,0.0,0.0,0.0,0.0,0.01,0.07,0.06,0.0,0.11
864,26800,9,,8.7778,0,8166.0,,,0,1,0.0,0.0,0.0,0.03,0.01,0.01,0.01,0.0,0.0,0.0,0.03,0.04,0.08,0.0,0.0,0.14,0.01,0.08,0.0,0.0,0.0,0.01,0.03,0.34,0.05,0.04,0.1
1491,96000,10,9.0,25.6,0,52411.0,,,0,0,0.14,0.02,0.0,0.02,0.07,0.0,0.04,0.0,0.0,0.0,0.02,0.04,0.09,0.0,0.0,0.07,0.05,0.06,0.0,0.0,0.0,0.0,0.0,0.3,0.04,0.0,0.04
10126,35400,6,10.0,1.3333,0,8085.0,,,26,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4859,55500,17,10.0,16.8235,0,24011.0,,,0,0,0.0,0.0,0.0,0.05,0.03,0.26,0.02,0.0,0.01,0.0,0.0,0.01,0.08,0.0,0.0,0.24,0.07,0.04,0.0,0.0,0.0,0.0,0.0,0.08,0.07,0.01,0.02
11312,40300,10,,11.0,0,9976.0,,,0,1,0.0,0.01,0.0,0.03,0.07,0.04,0.03,0.0,0.0,0.0,0.0,0.05,0.0,0.01,0.0,0.19,0.01,0.26,0.01,0.0,0.0,0.0,0.0,0.25,0.03,0.0,0.03
9795,37900,6,,13.3333,0,19685.0,,,0,1,0.0,0.0,0.0,0.13,0.01,0.01,0.03,0.0,0.0,0.0,0.01,0.06,0.25,0.0,0.01,0.18,0.1,0.06,0.0,0.0,0.0,0.0,0.01,0.1,0.01,0.0,0.03
13354,32600,20,9.5,3.1,0,11698.0,,,0,1,0.02,0.0,0.0,0.21,0.02,0.03,0.0,0.0,0.0,0.0,0.02,0.0,0.06,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0
9872,37500,13,6.6667,9.0,0,32789.0,,,0,1,0.04,0.03,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.1,0.0,0.0,0.09,0.06,0.08,0.0,0.0,0.0,0.0,0.0,0.06,0.43,0.0,0.02
10610,49200,6,10.0,19.5,0,19067.0,10.0,0.0,0,1,0.03,0.02,0.0,0.17,0.05,0.0,0.08,0.0,0.0,0.0,0.01,0.05,0.16,0.0,0.0,0.13,0.07,0.14,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.0,0.04
8962,96600,14,,27.7857,0,39846.0,,,0,0,0.02,0.0,0.0,0.01,0.05,0.26,0.02,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.01,0.17,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.24,0.08,0.0,0.03
12209,50900,6,,15.5,0,16638.0,,,0,1,0.0,0.0,0.0,0.01,0.06,0.0,0.08,0.0,0.0,0.0,0.0,0.04,0.17,0.0,0.0,0.06,0.08,0.02,0.0,0.0,0.0,0.0,0.02,0.42,0.02,0.0,0.01
8332,34100,13,8.0,12.5385,0,9000.0,,,0,1,0.0,0.01,0.0,0.01,0.02,0.01,0.0,0.0,0.0,0.01,0.0,0.02,0.01,0.0,0.01,0.02,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.11,0.02,0.0,0.01
6941,59100,19,10.0,22.7368,0,13384.0,10.0,25.0,0,1,0.0,0.0,0.0,0.01,0.17,0.02,0.0,0.0,0.0,0.0,0.0,0.08,0.09,0.0,0.0,0.2,0.0,0.11,0.0,0.0,0.0,0.0,0.04,0.15,0.07,0.0,0.05
10047,131600,18,8.0,27.8889,0,32461.0,,,0,1,0.0,0.0,0.0,0.08,0.07,0.06,0.03,0.0,0.0,0.0,0.03,0.05,0.1,0.0,0.0,0.21,0.04,0.01,0.0,0.0,0.0,0.0,0.04,0.24,0.01,0.0,0.04
